Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity generation [MW]
2015-01-23 05:00:00,7,4,1,2015,453.5
2015-01-23 06:00:00,8,4,1,2015,482.0
2015-01-23 07:00:00,9,4,1,2015,475.5
2015-01-23 08:00:00,10,4,1,2015,459.5
2015-01-23 09:00:00,11,4,1,2015,452.75
2015-01-23 10:00:00,12,4,1,2015,453.5
2015-01-23 11:00:00,13,4,1,2015,450.0
2015-01-23 12:00:00,14,4,1,2015,443.5
2015-01-23 13:00:00,15,4,1,2015,446.0
2015-01-23 14:00:00,16,4,1,2015,461.0
2015-01-23 15:00:00,17,4,1,2015,527.0
2015-01-23 16:00:00,18,4,1,2015,600.0
2015-01-23 17:00:00,19,4,1,2015,601.75
2015-01-23 18:00:00,20,4,1,2015,578.25
2015-01-23 19:00:00,21,4,1,2015,550.5
2015-01-23 20:00:00,22,4,1,2015,521.0
2015-01-23 21:00:00,23,4,1,2015,478.5
2015-01-23 22:00:00,0,5,1,2015,428.0
2015-01-23 23:00:00,1,5,1,2015,375.75
2015-01-24 00:00:00,2,5,1,2015,344.75
2015-01-24 01:00:00,3,5,1,2015,330.25
2015-01-24 02:00:00,4,5,1,2015,325.5
2015-01-24 03:00:00,5,5,1,2015,329.75
2015-01-24 04:00:00,6,5,1,2015,333.25
2015-01-24 05:00:00,7,5,1,2015,358.25
2015-01-24 06:00:00,8,5,1,2015,387.75
2015-01-24 07:00:00,9,5,1,2015,403.0
2015-01-24 08:00:00,10,5,1,2015,402.0
2015-01-24 09:00:00,11,5,1,2015,402.25
2015-01-24 10:00:00,12,5,1,2015,409.0
2015-01-24 11:00:00,13,5,1,2015,413.75
2015-01-24 12:00:00,14,5,1,2015,401.0
2015-01-24 13:00:00,15,5,1,2015,400.5
2015-01-24 14:00:00,16,5,1,2015,422.25
2015-01-24 15:00:00,17,5,1,2015,486.25
2015-01-24 16:00:00,18,5,1,2015,559.0
2015-01-24 17:00:00,19,5,1,2015,563.75
2015-01-24 18:00:00,20,5,1,2015,541.5
2015-01-24 19:00:00,21,5,1,2015,517.5
2015-01-24 20:00:00,22,5,1,2015,495.0
2015-01-24 21:00:00,23,5,1,2015,461.0
2015-01-24 22:00:00,0,6,1,2015,414.25
2015-01-24 23:00:00,1,6,1,2015,364.5
2015-01-25 00:00:00,2,6,1,2015,335.75
2015-01-25 01:00:00,3,6,1,2015,321.0
2015-01-25 02:00:00,4,6,1,2015,317.0
2015-01-25 03:00:00,5,6,1,2015,319.75
2015-01-25 04:00:00,6,6,1,2015,314.75
2015-01-25 05:00:00,7,6,1,2015,327.5
2015-01-25 06:00:00,8,6,1,2015,336.5
2015-01-25 07:00:00,9,6,1,2015,340.25
2015-01-25 08:00:00,10,6,1,2015,350.0
2015-01-25 09:00:00,11,6,1,2015,364.0
2015-01-25 10:00:00,12,6,1,2015,368.25
2015-01-25 11:00:00,13,6,1,2015,368.5
2015-01-25 12:00:00,14,6,1,2015,356.75
2015-01-25 13:00:00,15,6,1,2015,362.5
2015-01-25 14:00:00,16,6,1,2015,387.25
2015-01-25 15:00:00,17,6,1,2015,446.5
2015-01-25 16:00:00,18,6,1,2015,528.0
2015-01-25 17:00:00,19,6,1,2015,540.25
2015-01-25 18:00:00,20,6,1,2015,531.0
2015-01-25 19:00:00,21,6,1,2015,515.75
2015-01-25 20:00:00,22,6,1,2015,487.5
2015-01-25 21:00:00,23,6,1,2015,444.75
2015-01-25 22:00:00,0,0,1,2015,393.5
2015-01-25 23:00:00,1,0,1,2015,346.25
2015-01-26 00:00:00,2,0,1,2015,322.25
2015-01-26 01:00:00,3,0,1,2015,310.75
2015-01-26 02:00:00,4,0,1,2015,310.25
2015-01-26 03:00:00,5,0,1,2015,326.0
2015-01-26 04:00:00,6,0,1,2015,374.5
2015-01-26 05:00:00,7,0,1,2015,448.0
2015-01-26 06:00:00,8,0,1,2015,482.0
2015-01-26 07:00:00,9,0,1,2015,478.25
2015-01-26 08:00:00,10,0,1,2015,466.5
2015-01-26 09:00:00,11,0,1,2015,457.75
2015-01-26 10:00:00,12,0,1,2015,455.75
2015-01-26 11:00:00,13,0,1,2015,447.0
2015-01-26 12:00:00,14,0,1,2015,447.5
2015-01-26 13:00:00,15,0,1,2015,449.25
2015-01-26 14:00:00,16,0,1,2015,458.0
2015-01-26 15:00:00,17,0,1,2015,518.0
2015-01-26 16:00:00,18,0,1,2015,594.0
2015-01-26 17:00:00,19,0,1,2015,601.25
2015-01-26 18:00:00,20,0,1,2015,586.0
2015-01-26 19:00:00,21,0,1,2015,561.5
2015-01-26 20:00:00,22,0,1,2015,518.25
2015-01-26 21:00:00,23,0,1,2015,459.0
2015-01-26 22:00:00,0,1,1,2015,401.5
2015-01-26 23:00:00,1,1,1,2015,355.75
2015-01-27 00:00:00,2,1,1,2015,331.25
2015-01-27 01:00:00,3,1,1,2015,321.25
2015-01-27 02:00:00,4,1,1,2015,321.25
2015-01-27 03:00:00,5,1,1,2015,337.0
2015-01-27 04:00:00,6,1,1,2015,384.5
2015-01-27 05:00:00,7,1,1,2015,456.5
2015-01-27 06:00:00,8,1,1,2015,505.75
2015-01-27 07:00:00,9,1,1,2015,514.25
2015-01-27 08:00:00,10,1,1,2015,497.0
2015-01-27 09:00:00,11,1,1,2015,485.5
2015-01-27 10:00:00,12,1,1,2015,492.75
2015-01-27 11:00:00,13,1,1,2015,488.0
2015-01-27 12:00:00,14,1,1,2015,476.25
2015-01-27 13:00:00,15,1,1,2015,474.0
2015-01-27 14:00:00,16,1,1,2015,487.5
2015-01-27 15:00:00,17,1,1,2015,547.25
2015-01-27 16:00:00,18,1,1,2015,624.25
2015-01-27 17:00:00,19,1,1,2015,628.0
2015-01-27 18:00:00,20,1,1,2015,607.5
2015-01-27 19:00:00,21,1,1,2015,577.0
2015-01-27 20:00:00,22,1,1,2015,532.25
2015-01-27 21:00:00,23,1,1,2015,471.75
2015-01-27 22:00:00,0,2,1,2015,412.0
2015-01-27 23:00:00,1,2,1,2015,362.25
2015-01-28 00:00:00,2,2,1,2015,337.0
2015-01-28 01:00:00,3,2,1,2015,323.25
2015-01-28 02:00:00,4,2,1,2015,323.5
2015-01-28 03:00:00,5,2,1,2015,340.25
2015-01-28 04:00:00,6,2,1,2015,388.75
2015-01-28 05:00:00,7,2,1,2015,466.0
2015-01-28 06:00:00,8,2,1,2015,516.25
2015-01-28 07:00:00,9,2,1,2015,503.75
2015-01-28 08:00:00,10,2,1,2015,472.75
2015-01-28 09:00:00,11,2,1,2015,464.5
2015-01-28 10:00:00,12,2,1,2015,465.75
2015-01-28 11:00:00,13,2,1,2015,460.75
2015-01-28 12:00:00,14,2,1,2015,454.0
2015-01-28 13:00:00,15,2,1,2015,456.75
2015-01-28 14:00:00,16,2,1,2015,472.5
2015-01-28 15:00:00,17,2,1,2015,531.25
2015-01-28 16:00:00,18,2,1,2015,611.0
2015-01-28 17:00:00,19,2,1,2015,608.75
2015-01-28 18:00:00,20,2,1,2015,593.5
2015-01-28 19:00:00,21,2,1,2015,570.0
2015-01-28 20:00:00,22,2,1,2015,527.25
2015-01-28 21:00:00,23,2,1,2015,468.0
2015-01-28 22:00:00,0,3,1,2015,408.25
2015-01-28 23:00:00,1,3,1,2015,359.75
2015-01-29 00:00:00,2,3,1,2015,334.25
2015-01-29 01:00:00,3,3,1,2015,322.5
2015-01-29 02:00:00,4,3,1,2015,323.5
2015-01-29 03:00:00,5,3,1,2015,340.25
2015-01-29 04:00:00,6,3,1,2015,388.25
2015-01-29 05:00:00,7,3,1,2015,456.25
2015-01-29 06:00:00,8,3,1,2015,479.25
2015-01-29 07:00:00,9,3,1,2015,470.75
2015-01-29 08:00:00,10,3,1,2015,459.5
2015-01-29 09:00:00,11,3,1,2015,456.5
2015-01-29 10:00:00,12,3,1,2015,455.75
2015-01-29 11:00:00,13,3,1,2015,451.25
2015-01-29 12:00:00,14,3,1,2015,453.0
2015-01-29 13:00:00,15,3,1,2015,466.25
2015-01-29 14:00:00,16,3,1,2015,476.0
2015-01-29 15:00:00,17,3,1,2015,525.25
2015-01-29 16:00:00,18,3,1,2015,602.0
2015-01-29 17:00:00,19,3,1,2015,604.75
2015-01-29 18:00:00,20,3,1,2015,583.0
2015-01-29 19:00:00,21,3,1,2015,557.75
2015-01-29 20:00:00,22,3,1,2015,523.0
2015-01-29 21:00:00,23,3,1,2015,469.75
2015-01-29 22:00:00,0,4,1,2015,413.5
2015-01-29 23:00:00,1,4,1,2015,363.5
2015-01-30 00:00:00,2,4,1,2015,336.5
2015-01-30 01:00:00,3,4,1,2015,322.5
2015-01-30 02:00:00,4,4,1,2015,321.75
2015-01-30 03:00:00,5,4,1,2015,337.0
2015-01-30 04:00:00,6,4,1,2015,369.5
2015-01-30 05:00:00,7,4,1,2015,444.75
2015-01-30 06:00:00,8,4,1,2015,517.5
2015-01-30 07:00:00,9,4,1,2015,533.25
2015-01-30 08:00:00,10,4,1,2015,521.75
2015-01-30 09:00:00,11,4,1,2015,521.75
2015-01-30 10:00:00,12,4,1,2015,517.0
2015-01-30 11:00:00,13,4,1,2015,505.25
2015-01-30 12:00:00,14,4,1,2015,499.0
2015-01-30 13:00:00,15,4,1,2015,498.0
2015-01-30 14:00:00,16,4,1,2015,508.75
2015-01-30 15:00:00,17,4,1,2015,552.25
2015-01-30 16:00:00,18,4,1,2015,627.25
2015-01-30 17:00:00,19,4,1,2015,625.5
2015-01-30 18:00:00,20,4,1,2015,596.75
2015-01-30 19:00:00,21,4,1,2015,566.5
2015-01-30 20:00:00,22,4,1,2015,534.75
2015-01-30 21:00:00,23,4,1,2015,489.0
2015-01-30 22:00:00,0,5,1,2015,436.5
2015-01-30 23:00:00,1,5,1,2015,382.25
2015-01-31 00:00:00,2,5,1,2015,348.5
2015-01-31 01:00:00,3,5,1,2015,334.0
2015-01-31 02:00:00,4,5,1,2015,329.0
2015-01-31 03:00:00,5,5,1,2015,333.0
2015-01-31 04:00:00,6,5,1,2015,332.75
2015-01-31 05:00:00,7,5,1,2015,361.5
2015-01-31 06:00:00,8,5,1,2015,416.75
2015-01-31 07:00:00,9,5,1,2015,444.75
2015-01-31 08:00:00,10,5,1,2015,458.75
2015-01-31 09:00:00,11,5,1,2015,467.25
2015-01-31 10:00:00,12,5,1,2015,466.0
2015-01-31 11:00:00,13,5,1,2015,478.25
2015-01-31 12:00:00,14,5,1,2015,466.0
2015-01-31 13:00:00,15,5,1,2015,465.25
2015-01-31 14:00:00,16,5,1,2015,472.25
2015-01-31 15:00:00,17,5,1,2015,516.75
2015-01-31 16:00:00,18,5,1,2015,594.5
2015-01-31 17:00:00,19,5,1,2015,597.5
2015-01-31 18:00:00,20,5,1,2015,569.75
2015-01-31 19:00:00,21,5,1,2015,541.75
2015-01-31 20:00:00,22,5,1,2015,519.0
2015-01-31 21:00:00,23,5,1,2015,483.5
2015-01-31 22:00:00,0,6,2,2015,434.0
2015-01-31 23:00:00,1,6,2,2015,379.25
2015-02-01 00:00:00,2,6,2,2015,345.75
2015-02-01 01:00:00,3,6,2,2015,329.0
2015-02-01 02:00:00,4,6,2,2015,324.0
2015-02-01 03:00:00,5,6,2,2015,324.0
2015-02-01 04:00:00,6,6,2,2015,318.75
2015-02-01 05:00:00,7,6,2,2015,332.5
2015-02-01 06:00:00,8,6,2,2015,341.25
2015-02-01 07:00:00,9,6,2,2015,342.25
2015-02-01 08:00:00,10,6,2,2015,355.5
2015-02-01 09:00:00,11,6,2,2015,368.5
2015-02-01 10:00:00,12,6,2,2015,369.5
2015-02-01 11:00:00,13,6,2,2015,362.25
2015-02-01 12:00:00,14,6,2,2015,346.0
2015-02-01 13:00:00,15,6,2,2015,350.0
2015-02-01 14:00:00,16,6,2,2015,369.5
2015-02-01 15:00:00,17,6,2,2015,425.5
2015-02-01 16:00:00,18,6,2,2015,519.75
2015-02-01 17:00:00,19,6,2,2015,541.25
2015-02-01 18:00:00,20,6,2,2015,535.0
2015-02-01 19:00:00,21,6,2,2015,524.0
2015-02-01 20:00:00,22,6,2,2015,495.25
2015-02-01 21:00:00,23,6,2,2015,450.75
2015-02-01 22:00:00,0,0,2,2015,400.25
2015-02-01 23:00:00,1,0,2,2015,348.5
2015-02-02 00:00:00,2,0,2,2015,320.75
2015-02-02 01:00:00,3,0,2,2015,307.75
2015-02-02 02:00:00,4,0,2,2015,307.75
2015-02-02 03:00:00,5,0,2,2015,325.75
2015-02-02 04:00:00,6,0,2,2015,371.0
2015-02-02 05:00:00,7,0,2,2015,443.0
2015-02-02 06:00:00,8,0,2,2015,477.25
2015-02-02 07:00:00,9,0,2,2015,472.0
2015-02-02 08:00:00,10,0,2,2015,461.25
2015-02-02 09:00:00,11,0,2,2015,457.75
2015-02-02 10:00:00,12,0,2,2015,456.0
2015-02-02 11:00:00,13,0,2,2015,451.0
2015-02-02 12:00:00,14,0,2,2015,446.0
2015-02-02 13:00:00,15,0,2,2015,445.5
2015-02-02 14:00:00,16,0,2,2015,452.0
2015-02-02 15:00:00,17,0,2,2015,503.5
2015-02-02 16:00:00,18,0,2,2015,588.5
2015-02-02 17:00:00,19,0,2,2015,596.75
2015-02-02 18:00:00,20,0,2,2015,583.0
2015-02-02 19:00:00,21,0,2,2015,564.75
2015-02-02 20:00:00,22,0,2,2015,529.5
2015-02-02 21:00:00,23,0,2,2015,470.25
2015-02-02 22:00:00,0,1,2,2015,411.75
2015-02-02 23:00:00,1,1,2,2015,364.0
2015-02-03 00:00:00,2,1,2,2015,337.0
2015-02-03 01:00:00,3,1,2,2015,325.75
2015-02-03 02:00:00,4,1,2,2015,325.75
2015-02-03 03:00:00,5,1,2,2015,340.25
2015-02-03 04:00:00,6,1,2,2015,386.75
2015-02-03 05:00:00,7,1,2,2015,458.5
2015-02-03 06:00:00,8,1,2,2015,494.0
2015-02-03 07:00:00,9,1,2,2015,495.25
2015-02-03 08:00:00,10,1,2,2015,483.75
2015-02-03 09:00:00,11,1,2,2015,475.5
2015-02-03 10:00:00,12,1,2,2015,475.25
2015-02-03 11:00:00,13,1,2,2015,478.75
2015-02-03 12:00:00,14,1,2,2015,466.5
2015-02-03 13:00:00,15,1,2,2015,473.5
2015-02-03 14:00:00,16,1,2,2015,484.25
2015-02-03 15:00:00,17,1,2,2015,533.5
2015-02-03 16:00:00,18,1,2,2015,616.5
2015-02-03 17:00:00,19,1,2,2015,621.75
2015-02-03 18:00:00,20,1,2,2015,604.5
2015-02-03 19:00:00,21,1,2,2015,577.75
2015-02-03 20:00:00,22,1,2,2015,532.0
2015-02-03 21:00:00,23,1,2,2015,476.75
2015-02-03 22:00:00,0,2,2,2015,417.25
2015-02-03 23:00:00,1,2,2,2015,367.5
2015-02-04 00:00:00,2,2,2,2015,342.75
2015-02-04 01:00:00,3,2,2,2015,331.25
2015-02-04 02:00:00,4,2,2,2015,331.5
2015-02-04 03:00:00,5,2,2,2015,347.0
2015-02-04 04:00:00,6,2,2,2015,392.5
2015-02-04 05:00:00,7,2,2,2015,458.75
2015-02-04 06:00:00,8,2,2,2015,483.25
2015-02-04 07:00:00,9,2,2,2015,477.5
2015-02-04 08:00:00,10,2,2,2015,464.25
2015-02-04 09:00:00,11,2,2,2015,458.25
2015-02-04 10:00:00,12,2,2,2015,459.25
2015-02-04 11:00:00,13,2,2,2015,463.25
2015-02-04 12:00:00,14,2,2,2015,459.5
2015-02-04 13:00:00,15,2,2,2015,458.5
2015-02-04 14:00:00,16,2,2,2015,469.75
2015-02-04 15:00:00,17,2,2,2015,509.0
2015-02-04 16:00:00,18,2,2,2015,602.75
2015-02-04 17:00:00,19,2,2,2015,613.0
2015-02-04 18:00:00,20,2,2,2015,593.75
2015-02-04 19:00:00,21,2,2,2015,570.0
2015-02-04 20:00:00,22,2,2,2015,530.0
2015-02-04 21:00:00,23,2,2,2015,473.5
2015-02-04 22:00:00,0,3,2,2015,415.0
2015-02-04 23:00:00,1,3,2,2015,369.75
2015-02-05 00:00:00,2,3,2,2015,345.0
2015-02-05 01:00:00,3,3,2,2015,333.25
2015-02-05 02:00:00,4,3,2,2015,332.5
2015-02-05 03:00:00,5,3,2,2015,346.5
2015-02-05 04:00:00,6,3,2,2015,394.5
2015-02-05 05:00:00,7,3,2,2015,460.75
2015-02-05 06:00:00,8,3,2,2015,486.5
2015-02-05 07:00:00,9,3,2,2015,482.75
2015-02-05 08:00:00,10,3,2,2015,472.25
2015-02-05 09:00:00,11,3,2,2015,465.0
2015-02-05 10:00:00,12,3,2,2015,465.0
2015-02-05 11:00:00,13,3,2,2015,456.0
2015-02-05 12:00:00,14,3,2,2015,446.0
2015-02-05 13:00:00,15,3,2,2015,443.75
2015-02-05 14:00:00,16,3,2,2015,453.75
2015-02-05 15:00:00,17,3,2,2015,503.25
2015-02-05 16:00:00,18,3,2,2015,597.25
2015-02-05 17:00:00,19,3,2,2015,605.25
2015-02-05 18:00:00,20,3,2,2015,589.25
2015-02-05 19:00:00,21,3,2,2015,564.0
2015-02-05 20:00:00,22,3,2,2015,523.5
2015-02-05 21:00:00,23,3,2,2015,469.0
2015-02-05 22:00:00,0,4,2,2015,414.25
2015-02-05 23:00:00,1,4,2,2015,366.5
2015-02-06 00:00:00,2,4,2,2015,341.0
2015-02-06 01:00:00,3,4,2,2015,329.0
2015-02-06 02:00:00,4,4,2,2015,329.0
2015-02-06 03:00:00,5,4,2,2015,344.25
2015-02-06 04:00:00,6,4,2,2015,387.25
2015-02-06 05:00:00,7,4,2,2015,453.5
2015-02-06 06:00:00,8,4,2,2015,481.75
2015-02-06 07:00:00,9,4,2,2015,479.25
2015-02-06 08:00:00,10,4,2,2015,465.5
2015-02-06 09:00:00,11,4,2,2015,472.25
2015-02-06 10:00:00,12,4,2,2015,472.75
2015-02-06 11:00:00,13,4,2,2015,464.75
2015-02-06 12:00:00,14,4,2,2015,455.75
2015-02-06 13:00:00,15,4,2,2015,469.25
2015-02-06 14:00:00,16,4,2,2015,479.5
2015-02-06 15:00:00,17,4,2,2015,513.5
2015-02-06 16:00:00,18,4,2,2015,589.75
2015-02-06 17:00:00,19,4,2,2015,593.75
2015-02-06 18:00:00,20,4,2,2015,572.0
2015-02-06 19:00:00,21,4,2,2015,548.5
2015-02-06 20:00:00,22,4,2,2015,514.25
2015-02-06 21:00:00,23,4,2,2015,468.25
2015-02-06 22:00:00,0,5,2,2015,418.5
2015-02-06 23:00:00,1,5,2,2015,373.75
2015-02-07 00:00:00,2,5,2,2015,346.25
2015-02-07 01:00:00,3,5,2,2015,332.5
2015-02-07 02:00:00,4,5,2,2015,328.0
2015-02-07 03:00:00,5,5,2,2015,334.25
2015-02-07 04:00:00,6,5,2,2015,335.75
2015-02-07 05:00:00,7,5,2,2015,366.5
2015-02-07 06:00:00,8,5,2,2015,399.0
2015-02-07 07:00:00,9,5,2,2015,416.25
2015-02-07 08:00:00,10,5,2,2015,414.25
2015-02-07 09:00:00,11,5,2,2015,409.75
2015-02-07 10:00:00,12,5,2,2015,412.25
2015-02-07 11:00:00,13,5,2,2015,420.5
2015-02-07 12:00:00,14,5,2,2015,412.25
2015-02-07 13:00:00,15,5,2,2015,425.0
2015-02-07 14:00:00,16,5,2,2015,435.0
2015-02-07 15:00:00,17,5,2,2015,472.75
2015-02-07 16:00:00,18,5,2,2015,557.5
2015-02-07 17:00:00,19,5,2,2015,564.75
2015-02-07 18:00:00,20,5,2,2015,537.25
2015-02-07 19:00:00,21,5,2,2015,508.25
2015-02-07 20:00:00,22,5,2,2015,483.25
2015-02-07 21:00:00,23,5,2,2015,449.5
2015-02-07 22:00:00,0,6,2,2015,406.0
2015-02-07 23:00:00,1,6,2,2015,361.75
2015-02-08 00:00:00,2,6,2,2015,338.75
2015-02-08 01:00:00,3,6,2,2015,325.25
2015-02-08 02:00:00,4,6,2,2015,321.5
2015-02-08 03:00:00,5,6,2,2015,324.5
2015-02-08 04:00:00,6,6,2,2015,316.0
2015-02-08 05:00:00,7,6,2,2015,332.0
2015-02-08 06:00:00,8,6,2,2015,341.0
2015-02-08 07:00:00,9,6,2,2015,349.0
2015-02-08 08:00:00,10,6,2,2015,362.25
2015-02-08 09:00:00,11,6,2,2015,377.25
2015-02-08 10:00:00,12,6,2,2015,393.0
2015-02-08 11:00:00,13,6,2,2015,407.0
2015-02-08 12:00:00,14,6,2,2015,392.25
2015-02-08 13:00:00,15,6,2,2015,398.75
2015-02-08 14:00:00,16,6,2,2015,415.75
2015-02-08 15:00:00,17,6,2,2015,456.5
2015-02-08 16:00:00,18,6,2,2015,539.75
2015-02-08 17:00:00,19,6,2,2015,551.75
2015-02-08 18:00:00,20,6,2,2015,539.75
2015-02-08 19:00:00,21,6,2,2015,522.25
2015-02-08 20:00:00,22,6,2,2015,491.75
2015-02-08 21:00:00,23,6,2,2015,446.0
2015-02-08 22:00:00,0,0,2,2015,397.75
2015-02-08 23:00:00,1,0,2,2015,351.0
2015-02-09 00:00:00,2,0,2,2015,324.75
2015-02-09 01:00:00,3,0,2,2015,315.0
2015-02-09 02:00:00,4,0,2,2015,315.25
2015-02-09 03:00:00,5,0,2,2015,330.75
2015-02-09 04:00:00,6,0,2,2015,373.5
2015-02-09 05:00:00,7,0,2,2015,455.75
2015-02-09 06:00:00,8,0,2,2015,527.75
2015-02-09 07:00:00,9,0,2,2015,547.0
2015-02-09 08:00:00,10,0,2,2015,532.5
2015-02-09 09:00:00,11,0,2,2015,522.5
2015-02-09 10:00:00,12,0,2,2015,524.0
2015-02-09 11:00:00,13,0,2,2015,535.5
2015-02-09 12:00:00,14,0,2,2015,544.0
2015-02-09 13:00:00,15,0,2,2015,527.5
2015-02-09 14:00:00,16,0,2,2015,518.5
2015-02-09 15:00:00,17,0,2,2015,557.5
2015-02-09 16:00:00,18,0,2,2015,647.75
2015-02-09 17:00:00,19,0,2,2015,657.5
2015-02-09 18:00:00,20,0,2,2015,635.0
2015-02-09 19:00:00,21,0,2,2015,599.75
2015-02-09 20:00:00,22,0,2,2015,550.0
2015-02-09 21:00:00,23,0,2,2015,485.0
2015-02-09 22:00:00,0,1,2,2015,424.25
2015-02-09 23:00:00,1,1,2,2015,376.75
2015-02-10 00:00:00,2,1,2,2015,348.25
2015-02-10 01:00:00,3,1,2,2015,334.25
2015-02-10 02:00:00,4,1,2,2015,332.75
2015-02-10 03:00:00,5,1,2,2015,349.75
2015-02-10 04:00:00,6,1,2,2015,396.5
2015-02-10 05:00:00,7,1,2,2015,477.25
2015-02-10 06:00:00,8,1,2,2015,538.0
2015-02-10 07:00:00,9,1,2,2015,566.25
2015-02-10 08:00:00,10,1,2,2015,587.5
2015-02-10 09:00:00,11,1,2,2015,595.0
2015-02-10 10:00:00,12,1,2,2015,605.25
2015-02-10 11:00:00,13,1,2,2015,588.0
2015-02-10 12:00:00,14,1,2,2015,590.5
2015-02-10 13:00:00,15,1,2,2015,600.25
2015-02-10 14:00:00,16,1,2,2015,610.25
2015-02-10 15:00:00,17,1,2,2015,636.0
2015-02-10 16:00:00,18,1,2,2015,700.25
2015-02-10 17:00:00,19,1,2,2015,694.25
2015-02-10 18:00:00,20,1,2,2015,646.0
2015-02-10 19:00:00,21,1,2,2015,616.25
2015-02-10 20:00:00,22,1,2,2015,566.0
2015-02-10 21:00:00,23,1,2,2015,501.0
2015-02-10 22:00:00,0,2,2,2015,432.5
2015-02-10 23:00:00,1,2,2,2015,376.25
2015-02-11 00:00:00,2,2,2,2015,346.25
2015-02-11 01:00:00,3,2,2,2015,334.0
2015-02-11 02:00:00,4,2,2,2015,335.5
2015-02-11 03:00:00,5,2,2,2015,352.5
2015-02-11 04:00:00,6,2,2,2015,397.0
2015-02-11 05:00:00,7,2,2,2015,481.25
2015-02-11 06:00:00,8,2,2,2015,550.5
2015-02-11 07:00:00,9,2,2,2015,570.25
2015-02-11 08:00:00,10,2,2,2015,559.75
2015-02-11 09:00:00,11,2,2,2015,555.0
2015-02-11 10:00:00,12,2,2,2015,573.0
2015-02-11 11:00:00,13,2,2,2015,585.0
2015-02-11 12:00:00,14,2,2,2015,578.0
2015-02-11 13:00:00,15,2,2,2015,593.5
2015-02-11 14:00:00,16,2,2,2015,605.75
2015-02-11 15:00:00,17,2,2,2015,636.5
2015-02-11 16:00:00,18,2,2,2015,709.0
2015-02-11 17:00:00,19,2,2,2015,715.75
2015-02-11 18:00:00,20,2,2,2015,688.0
2015-02-11 19:00:00,21,2,2,2015,651.0
2015-02-11 20:00:00,22,2,2,2015,598.75
2015-02-11 21:00:00,23,2,2,2015,526.0
2015-02-11 22:00:00,0,3,2,2015,458.5
2015-02-11 23:00:00,1,3,2,2015,399.5
2015-02-12 00:00:00,2,3,2,2015,368.25
2015-02-12 01:00:00,3,3,2,2015,351.75
2015-02-12 02:00:00,4,3,2,2015,350.75
2015-02-12 03:00:00,5,3,2,2015,367.0
2015-02-12 04:00:00,6,3,2,2015,413.75
2015-02-12 05:00:00,7,3,2,2015,488.75
2015-02-12 06:00:00,8,3,2,2015,521.25
2015-02-12 07:00:00,9,3,2,2015,525.0
2015-02-12 08:00:00,10,3,2,2015,507.25
2015-02-12 09:00:00,11,3,2,2015,505.75
2015-02-12 10:00:00,12,3,2,2015,515.25
2015-02-12 11:00:00,13,3,2,2015,519.5
2015-02-12 12:00:00,14,3,2,2015,518.0
2015-02-12 13:00:00,15,3,2,2015,521.75
2015-02-12 14:00:00,16,3,2,2015,537.5
2015-02-12 15:00:00,17,3,2,2015,589.25
2015-02-12 16:00:00,18,3,2,2015,668.5
2015-02-12 17:00:00,19,3,2,2015,662.0
2015-02-12 18:00:00,20,3,2,2015,620.5
2015-02-12 19:00:00,21,3,2,2015,593.25
2015-02-12 20:00:00,22,3,2,2015,571.0
2015-02-12 21:00:00,23,3,2,2015,522.75
2015-02-12 22:00:00,0,4,2,2015,463.5
2015-02-12 23:00:00,1,4,2,2015,411.0
2015-02-13 00:00:00,2,4,2,2015,379.25
2015-02-13 01:00:00,3,4,2,2015,364.0
2015-02-13 02:00:00,4,4,2,2015,361.25
2015-02-13 03:00:00,5,4,2,2015,373.5
2015-02-13 04:00:00,6,4,2,2015,417.0
2015-02-13 05:00:00,7,4,2,2015,493.5
2015-02-13 06:00:00,8,4,2,2015,553.25
2015-02-13 07:00:00,9,4,2,2015,581.5
2015-02-13 08:00:00,10,4,2,2015,594.0
2015-02-13 09:00:00,11,4,2,2015,608.0
2015-02-13 10:00:00,12,4,2,2015,618.25
2015-02-13 11:00:00,13,4,2,2015,613.25
2015-02-13 12:00:00,14,4,2,2015,596.5
2015-02-13 13:00:00,15,4,2,2015,598.75
2015-02-13 14:00:00,16,4,2,2015,595.0
2015-02-13 15:00:00,17,4,2,2015,614.75
2015-02-13 16:00:00,18,4,2,2015,702.0
2015-02-13 17:00:00,19,4,2,2015,712.25
2015-02-13 18:00:00,20,4,2,2015,684.25
2015-02-13 19:00:00,21,4,2,2015,648.0
2015-02-13 20:00:00,22,4,2,2015,607.5
2015-02-13 21:00:00,23,4,2,2015,553.0
2015-02-13 22:00:00,0,5,2,2015,490.0
2015-02-13 23:00:00,1,5,2,2015,433.75
2015-02-14 00:00:00,2,5,2,2015,400.0
2015-02-14 01:00:00,3,5,2,2015,378.5
2015-02-14 02:00:00,4,5,2,2015,372.75
2015-02-14 03:00:00,5,5,2,2015,374.5
2015-02-14 04:00:00,6,5,2,2015,375.25
2015-02-14 05:00:00,7,5,2,2015,408.25
2015-02-14 06:00:00,8,5,2,2015,443.75
2015-02-14 07:00:00,9,5,2,2015,465.25
2015-02-14 08:00:00,10,5,2,2015,473.5
2015-02-14 09:00:00,11,5,2,2015,489.0
2015-02-14 10:00:00,12,5,2,2015,509.0
2015-02-14 11:00:00,13,5,2,2015,534.25
2015-02-14 12:00:00,14,5,2,2015,560.0
